,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
5021,5021,23.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,9.34835641897669
5022,5022,26.0,4.5,Sunny,Medium,1,Meal,scooter,1.0,No,Urban,15,17.097972349695475
5023,5023,23.0,4.8,Fog,Medium,2,Meal,scooter,0.0,No,Urban,10,7.790426272020499
5024,5024,21.0,4.6,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,21,6.050355980617819
5025,5025,29.0,5.0,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,34,7.772343594520689
5026,5026,28.0,4.5,Windy,Low,2,Buffet,electric_scooter,0.0,No,Urban,13,1.4901739539089844
5027,5027,26.0,4.8,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,13,1.4898458815340307
5028,5028,22.0,4.8,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,13,3.02951275192306
5029,5029,24.0,4.2,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39,10.865584127143416
5030,5030,39.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,39,13.970122998320036
5031,5031,27.0,4.2,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,38,13.830084721902905
5032,5032,26.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,17.097073943158136
5033,5033,29.0,4.8,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,18,6.209442398341167
5034,5034,30.0,4.9,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,29,10.906324614875803
5035,5035,33.0,4.5,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,19,9.055476933186997
5036,5036,,,Cloudy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,39,5071.96421725761
5037,5037,28.0,,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,23,5163.896155749033
5038,5038,36.0,4.2,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,3.0735433644336103
5039,5039,15.0,1.0,,,3,Drinks,bicycle,1.0,No,Metropolitian,23,7.762600239846887
5040,5040,24.0,4.6,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,14.022476786509126
5041,5041,25.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,11,3.109059105172104
5042,5042,31.0,4.7,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16,9.435201537103644
5043,5043,24.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,,No,Metropolitian,35,16.903142341161267
5044,5044,38.0,4.9,Windy,High,0,Snack,motorcycle,2.0,No,Metropolitian,32,1.4651858085512637
5045,5045,37.0,4.9,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,26,4.537940845665759
5046,5046,24.0,4.8,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,1.509440259561283
5047,5047,38.0,4.5,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,9.180904863602354
5048,5048,22.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,16,4.663310416320807
5049,5049,,,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,44,13.406473968915291
5050,5050,24.0,5.0,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,21,9.31404419305753
5051,5051,38.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,3.040891553714859
5052,5052,33.0,4.6,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,22,16.83090555191252
5053,5053,35.0,4.7,Cloudy,High,2,Meal,motorcycle,1.0,No,Urban,38,3.1450674354101187
5054,5054,23.0,4.7,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,27,9.088084091848636
5055,5055,32.0,4.5,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,36,20.5071983749329
5056,5056,29.0,4.8,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22,5.959032639407112
5057,5057,26.0,4.6,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,15,17.297865752893937
5058,5058,26.0,4.9,Sunny,Low,1,Buffet,motorcycle,0.0,No,Urban,19,7.724074530333307
5059,5059,35.0,4.4,Cloudy,Jam,2,Meal,scooter,1.0,Yes,Metropolitian,47,10.586824027090362
5060,5060,21.0,4.2,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,23,9.3157020050281
5061,5061,27.0,4.7,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,16,13.58998719907825
5062,5062,33.0,4.8,Fog,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,18,7.573462889077635
5063,5063,27.0,4.7,Cloudy,Jam,2,Snack,electric_scooter,2.0,No,Metropolitian,33,19.373745834957603
5064,5064,32.0,4.3,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,39,20.253518127456115
5065,5065,23.0,4.6,Windy,Jam,1,Drinks,motorcycle,,No,Metropolitian,26,11.720182055894067
5066,5066,25.0,4.6,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,12,6.050094908808069
5067,5067,27.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,,16,4.588387205688373
5068,5068,28.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,7.790314135648433
5069,5069,37.0,5.0,Stormy,Low,2,Drinks,motorcycle,1.0,No,Urban,27,1.512473616896366
5070,5070,33.0,4.8,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,30,10.705622903302547
5071,5071,33.0,4.7,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,21,10.42547509986873
5072,5072,27.0,4.6,Sunny,High,1,Buffet,motorcycle,0.0,No,Metropolitian,15,6.127106344198189
5073,5073,26.0,4.7,Sunny,High,2,Snack,scooter,0.0,No,Metropolitian,13,3.116222885403881
5074,5074,24.0,4.7,Stormy,High,2,Drinks,scooter,1.0,No,Urban,10,1.558073929108774
5075,5075,35.0,4.2,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,33,13.40703366833951
5076,5076,29.0,4.8,Stormy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,23,4.537905322756623
5077,5077,35.0,4.8,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,25,3.0585514961092675
5078,5078,37.0,4.3,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,45,17.076258901163584
5079,5079,38.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,1.512600086398895
5080,5080,22.0,4.6,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,23,13.97213114314126
5081,5081,24.0,4.0,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,18,1.512565443740953
5082,5082,34.0,4.8,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,28,17.165361256374336
5083,5083,,,,,3,Snack,scooter,1.0,No,Urban,22,5203.714691874335
5084,5084,25.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,9.074647672522762
5085,5085,25.0,4.9,Windy,Low,2,Buffet,scooter,0.0,No,Urban,10,1.554551170602139
5086,5086,26.0,4.8,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,38,11.916679298631886
5087,5087,20.0,3.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,52,7.7904391553710655
5088,5088,24.0,5.0,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,3.018841259385708
5089,5089,33.0,4.4,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,36,13.392795217667306
5090,5090,20.0,4.5,Sandstorms,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,24,7.683697910339948
5091,5091,26.0,4.7,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,18,3.1450674354101187
5092,5092,34.0,4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,28,19.97674646695781
5093,5093,32.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,18,1.5125177548578486
5094,5094,29.0,4.9,Cloudy,Low,1,Snack,scooter,0.0,No,,19,4.537543599209553
5095,5095,31.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,13.788957415835002
5096,5096,36.0,4.6,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,30,13.21548126005376
5097,5097,28.0,4.8,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,29,10.866261860516522
5098,5098,22.0,4.7,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,21,9.435201537103644
5099,5099,28.0,4.9,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,16,9.157330481108806
5100,5100,38.0,4.2,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,6.208681983990208
5101,5101,36.0,4.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,10.721987300476137
5102,5102,,,,,1,Buffet,motorcycle,0.0,No,Metropolitian,12,3.1450674354101187
5103,5103,28.0,4.6,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,23,5.959357904205738
5104,5104,28.0,4.5,Sunny,Jam,1,Meal,motorcycle,0.0,No,Urban,22,11.720182055894067
5105,5105,37.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,43,16.36836964084107
5106,5106,24.0,4.2,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,13.989849710429592
5107,5107,37.0,4.7,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,36,6.081440796957423
5108,5108,33.0,4.5,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,25,20.85154468951876
5109,5109,27.0,4.8,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,31,16.901828274256143
5110,5110,33.0,4.2,Fog,Jam,1,Snack,motorcycle,1.0,No,Urban,34,9.435201537103644
5111,5111,33.0,4.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,15,7.790160607276956
5112,5112,21.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Urban,12,1.5294841734467386
5113,5113,33.0,4.5,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,26,10.724651567881272
5114,5114,,,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,12.256834609448989
5115,5115,35.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,4.681944066336608
5116,5116,34.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,1.5581398086149354
5117,5117,31.0,4.8,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,14.021756535107778
5118,5118,26.0,4.8,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,15,3.109059105172104
5119,5119,37.0,4.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,17.297865752893937
5120,5120,22.0,4.7,Cloudy,Medium,1,Snack,motorcycle,0.0,,Metropolitian,10,6.208989450158681
5121,5121,31.0,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20.50693477576252
5122,5122,26.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,8.936297424648654
5123,5123,21.0,4.8,Stormy,High,0,Snack,motorcycle,0.0,No,Urban,33,3.0249845923555045
5124,5124,36.0,4.7,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,29,13.58119824032472
5125,5125,34.0,4.7,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,28,17.098593053920453
5126,5126,31.0,4.9,Fog,Medium,2,Buffet,scooter,1.0,No,Urban,18,4.5611524268689925
5127,5127,27.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,9.314030627904389
5128,5128,,,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,22,20.25374838684097
5129,5129,20.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,17,1.5725337265584898
5130,5130,,,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,29,9.192119120992492
5131,5131,23.0,4.6,Fog,Medium,1,Meal,scooter,0.0,No,Urban,27,12.41848032806189
5132,5132,21.0,4.7,Sunny,High,2,Snack,scooter,1.0,No,Metropolitian,15,6.116387229214868
5133,5133,25.0,4.3,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,34,17.138077427608316
5134,5134,30.0,4.9,Cloudy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,44,17.09752652780791
5135,5135,26.0,4.7,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Urban,17,13.405918573079235
5136,5136,27.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,18,10.723286945943729
5137,5137,,,,,3,Meal,scooter,1.0,No,Urban,19,17215.75783594532
5138,5138,29.0,4.7,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,18,2.9794101127707657
5139,5139,39.0,4.3,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,34,7.5624912889171
5140,5140,20.0,5.0,Fog,Low,2,Snack,scooter,1.0,No,,10,9.326616347795763
5141,5141,38.0,4.2,Windy,High,1,Drinks,motorcycle,1.0,No,Urban,34,6.210169290052349
5142,5142,37.0,4.7,Windy,Low,2,Meal,motorcycle,,No,Metropolitian,27,1.5545020816174304
5143,5143,25.0,4.6,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,7.862668167467362
5144,5144,27.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,21,17.297865752893937
5145,5145,36.0,4.3,Stormy,High,2,Snack,motorcycle,1.0,No,Urban,31,6.04975791884597
5146,5146,30.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,6.054757424230738
5147,5147,,,,,3,Snack,electric_scooter,0.0,No,Metropolitian,25,1.512691779367508
5148,5148,20.0,4.8,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,16.900616226135416
5149,5149,33.0,4.6,Stormy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,27,4.544194013115254
5150,5150,32.0,4.8,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,4.656788094647966
5151,5151,39.0,4.7,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,27,16.984195922990526
5152,5152,24.0,4.6,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,16.721157280741494
5153,5153,32.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,31,4.610379843539073
5154,5154,33.0,4.8,Sandstorms,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,6.29013467758336
5155,5155,37.0,4.8,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,21,7.6483223546223025
5156,5156,23.0,4.9,Windy,Low,2,Meal,scooter,1.0,No,Urban,10,7.763161028549653
5157,5157,34.0,4.5,Fog,High,1,Buffet,motorcycle,1.0,No,,28,3.073644028493284
5158,5158,20.0,4.8,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,23,10.64158125643388
5159,5159,35.0,4.6,Sunny,High,2,Drinks,scooter,1.0,No,Metropolitian,18,6.217689154480999
5160,5160,28.0,4.8,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,1.5582406274341698
5161,5161,34.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,28,7.661017946696309
5162,5162,37.0,4.1,Windy,Jam,1,Meal,scooter,2.0,No,Metropolitian,36,14.021816217099431
5163,5163,27.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,2.979500009128889
5164,5164,26.0,4.6,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,13,20.887815554882245
5165,5165,21.0,4.9,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,22,19.915298664496373
5166,5166,39.0,4.5,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,27,12.293290452805063
5167,5167,21.0,4.7,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,11,1.5094675817485792
5168,5168,35.0,5.0,Cloudy,Jam,1,Meal,scooter,3.0,No,Metropolitian,47,10.587929946635423
5169,5169,21.0,4.9,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,20,9.31506917709835
5170,5170,30.0,4.4,Fog,Medium,1,Snack,scooter,2.0,Yes,Metropolitian,39,20.442929762531403
5171,5171,22.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,20,10.866261860516522
5172,5172,32.0,4.7,Sandstorms,High,0,Snack,motorcycle,1.0,Yes,Metropolitian,49,1.5126859728415616
5173,5173,20.0,4.6,Fog,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,43,20.442929762531403
5174,5174,30.0,5.0,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,1.5125976085836192
5175,5175,34.0,4.9,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,26,6.127835452793534
5176,5176,22.0,4.6,Sunny,High,2,Snack,electric_scooter,,No,Metropolitian,12,5.958963420432021
5177,5177,24.0,4.9,Fog,Medium,1,Snack,motorcycle,0.0,No,Urban,10,9.435201537103644
5178,5178,30.0,4.8,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,28,10.923997060441652
5179,5179,21.0,4.7,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Urban,11,3.0406416222998804
5180,5180,39.0,4.7,Sandstorms,Medium,2,Drinks,scooter,,No,Metropolitian,28,8.937863682474983
5181,5181,35.0,4.1,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,42,10.711185800765133
5182,5182,24.0,4.5,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,22,6.209141643162485
5183,5183,22.0,4.6,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,18,9.220581826160355
5184,5184,34.0,4.9,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Urban,17,1.4898458815340307
5185,5185,26.0,5.0,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,7.683697910339948
5186,5186,31.0,3.6,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,35,10.906432552690374
5187,5187,39.0,4.7,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,27,7.461099952880004
5188,5188,33.0,4.4,Windy,Medium,0,Snack,motorcycle,2.0,Yes,Metropolitian,44,16.600361127894633
5189,5189,32.0,4.8,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,22,1.4897343036527078
5190,5190,22.0,5.0,Fog,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,18,9.32656183779754
5191,5191,36.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,22,7.490185430715566
5192,5192,35.0,4.7,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,15,4.537647566323389
5193,5193,32.0,4.1,Windy,Jam,0,Drinks,motorcycle,0.0,No,Urban,31,9.31502881068134
5194,5194,25.0,5.0,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,7.790109178715557
5195,5195,27.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,4.610133887061302
5196,5196,33.0,4.9,Stormy,Low,1,Buffet,motorcycle,,No,Metropolitian,29,14.0446008755813
5197,5197,35.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,2.9795998363477345
5198,5198,28.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,11,6.037225392395853
5199,5199,,,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,24,4.657952853723973
5200,5200,21.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21,9.121499067346296
5201,5201,27.0,4.8,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,15,3.025321091690558
5202,5202,31.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,17,17.166305939688602
5203,5203,23.0,4.7,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17,1.52998844527728
5204,5204,25.0,4.5,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,29,9.348448896508613
5205,5205,37.0,4.9,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,38,17.297865752893937
5206,5206,29.0,4.8,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,20,7.562069972217765
5207,5207,34.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,1.5093764406719343
5208,5208,21.0,4.9,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,16.476489260677734
5209,5209,21.0,4.6,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,10.72398980646135
5210,5210,25.0,4.6,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,11,7.862668167467362
5211,5211,26.0,4.6,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,15,9.192496429439984
5212,5212,39.0,4.6,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,43,10.90599351013839
5213,5213,36.0,4.5,Cloudy,Low,1,Meal,scooter,0.0,No,Metropolitian,19,1.5523313500323028
5214,5214,32.0,4.5,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,29,8.937527873219437
5215,5215,36.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,7.7904391553710655
5216,5216,27.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,15,3.05936345549117
5217,5217,33.0,4.1,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,35,17.07893408947644
5218,5218,27.0,5.0,Stormy,Low,2,Snack,scooter,0.0,No,Urban,14,10.756990051240766
5219,5219,27.0,4.7,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,14,6.117673772769199
5220,5220,21.0,4.9,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,39,14.152800689506924
5221,5221,26.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,29,3.1050835228870928
5222,5222,30.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,1.53679176681526
5223,5223,36.0,4.7,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,12,1.5125847659544902
5224,5224,25.0,4.6,Stormy,Medium,1,Buffet,scooter,,No,Metropolitian,25,4.674341510836766
5225,5225,36.0,4.6,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,1.4899271618026917
5226,5226,,,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,4231.752620908076
5227,5227,31.0,4.6,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,21,7.547357671389566
5228,5228,36.0,4.5,Fog,Jam,0,Meal,motorcycle,1.0,No,Urban,45,10.565032566313157
5229,5229,23.0,4.6,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,28,4.5791642127661065
5230,5230,33.0,5.0,Windy,Low,2,Meal,electric_scooter,1.0,No,Urban,23,7.6480806286636
5231,5231,32.0,4.0,Cloudy,Jam,2,Snack,scooter,1.0,No,Urban,46,11.720187303000449
5232,5232,29.0,4.7,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,25,3.1090961564813906
5233,5233,23.0,4.9,Windy,Jam,1,Drinks,motorcycle,1.0,No,Urban,27,10.808568764743582
5234,5234,25.0,4.9,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,17,7.660951720866
5235,5235,24.0,4.8,Stormy,High,0,Drinks,motorcycle,1.0,No,Urban,31,3.1090961564813906
5236,5236,38.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,4.469157678704573
5237,5237,22.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,38,19.61919671068651
5238,5238,37.0,4.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,9.074836683144817
5239,5239,39.0,4.6,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,32,3.104803711296092
5240,5240,29.0,5.0,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,23,9.192881348719856
5241,5241,22.0,5.0,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,7.790237052859739
5242,5242,39.0,5.0,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,37,10.721987300476137
5243,5243,28.0,4.8,Windy,Low,2,Snack,motorcycle,1.0,No,,10,3.1450674354101187
5244,5244,22.0,4.6,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,11,3.1048274863789924
5245,5245,29.0,4.8,Stormy,Medium,1,Snack,scooter,,No,Metropolitian,20,4.579035880100682
5246,5246,38.0,4.7,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,30,1.510167247866095
5247,5247,21.0,4.6,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,28,20.85227883419867
5248,5248,21.0,4.6,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,7.7904391553710655
5249,5249,30.0,3.6,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,37,16.721203191604083
5250,5250,27.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Urban,24,7.600990561430603
5251,5251,34.0,5.0,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,43,17.297865752893937
5252,5252,20.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,12.074063090227655
5253,5253,30.0,3.7,Windy,Jam,2,Snack,scooter,2.0,No,Metropolitian,43,10.44443762894743
5254,5254,39.0,3.5,Sandstorms,Medium,2,Snack,motorcycle,2.0,No,Metropolitian,34,12.116950608663233
5255,5255,36.0,4.9,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,19,3.0295270875732423
5256,5256,21.0,4.7,Stormy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,26,11.983433564217766
5257,5257,26.0,4.8,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,26,10.279157046165071
5258,5258,30.0,4.3,Windy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,32,20.253058591954638
5259,5259,23.0,4.7,Sunny,High,1,Buffet,motorcycle,0.0,No,Urban,13,1.5320260200767226
5260,5260,32.0,4.9,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,20,12.256421318314644
5261,5261,30.0,4.9,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,16,2.9303435605971506
5262,5262,24.0,4.8,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,39,8.78986575954376
5263,5263,24.0,4.9,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Urban,12,6.210045163086574
5264,5264,37.0,4.6,Sandstorms,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,22,13.96911696778712
5265,5265,30.0,4.7,Sunny,Low,2,Snack,electric_scooter,0.0,No,Urban,15,1.5203573107647184
5266,5266,22.0,4.8,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,1.5137004220042392
