,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
15509,30.0,4.7,Sandstorms,Medium,2,Snack,motorcycle,,No,Metropolitian,32,20002.515687723964
15510,,,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,20002.515687723964
15511,20.0,4.8,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,11,20002.515687723964
15512,21.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.515687723964
15513,20.0,4.9,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.515687588366
15514,35.0,4.6,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,15,20002.515687588366
15515,21.0,4.9,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,17,20002.515687588366
15516,32.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,Urban,30,20002.515687588366
15517,31.0,4.8,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.515687588366
15518,21.0,4.8,Windy,Jam,0,Buffet,motorcycle,2.0,No,Urban,35,20002.515687588366
15519,39.0,4.9,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,28,20002.515687588366
15520,29.0,4.1,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.515687588366
15521,37.0,5.0,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,35,20002.515687588366
15522,32.0,4.2,Sandstorms,Jam,1,Snack,scooter,2.0,No,Urban,37,20002.515687588366
15523,32.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.515687588366
15524,31.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,Urban,36,20002.515687588366
15525,32.0,4.1,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,36,20002.51568757254
15526,32.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.51568757254
15527,36.0,4.0,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.51568757254
15528,27.0,4.1,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,33,20002.51568757254
15529,32.0,4.0,Fog,High,2,Drinks,scooter,2.0,No,Metropolitian,37,20002.51568757254
15530,37.0,4.8,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,38,20002.51568757254
15531,30.0,4.7,Stormy,Jam,0,Drinks,motorcycle,2.0,Yes,Urban,51,20002.51568757254
15532,38.0,4.8,Fog,Low,1,Drinks,motorcycle,0.0,No,Urban,16,20002.51568757254
15533,38.0,4.9,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,17,20002.51568757254
15534,31.0,4.9,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,20002.51568757254
15535,25.0,4.7,Sandstorms,Low,2,Snack,scooter,0.0,No,Urban,10,20002.51568757254
15536,28.0,4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,19,20002.51568757254
15537,29.0,4.5,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,15,20002.515687546602
15538,28.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.515687546602
15539,35.0,3.7,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,36,20002.515687546602
15540,26.0,4.6,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,25,20002.515687546602
15541,20.0,4.7,Sandstorms,Low,2,Meal,scooter,0.0,No,Urban,12,20002.515687546602
15542,24.0,4.5,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,19,20002.515687546602
15543,26.0,4.4,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.515687546602
15544,29.0,4.4,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.515687546602
15545,21.0,4.6,Fog,Low,1,Meal,scooter,1.0,No,,18,20002.515687546602
15546,39.0,4.9,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,18,20002.515687546602
15547,23.0,4.8,Windy,Low,1,Meal,motorcycle,0.0,No,Urban,10,20002.515687546602
15548,30.0,4.1,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.515687546318
15549,39.0,4.0,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,33,20002.515687546318
15550,38.0,3.7,Fog,Low,2,Snack,motorcycle,0.0,No,Urban,34,20002.515687546318
15551,23.0,5.0,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,18,20002.515687546318
15552,25.0,4.9,Fog,Medium,2,Drinks,scooter,,No,Metropolitian,28,20002.515687546318
15553,23.0,4.9,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,24,20002.515687546318
15554,33.0,4.7,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,27,20002.515687546318
15555,22.0,4.5,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,11,20002.515687546318
15556,32.0,4.9,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.515687546318
15557,37.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.515687546318
15558,34.0,4.6,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,25,20002.515687546318
15559,,,Cloudy,Low,1,Buffet,scooter,0.0,No,,23,20002.515687546318
15560,33.0,4.7,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,20002.515687546318
15561,26.0,5.0,Stormy,High,1,Snack,motorcycle,0.0,No,Metropolitian,15,20002.515687546318
15562,36.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,20,20002.515687546318
15563,37.0,4.8,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,25,20002.515687533007
15564,32.0,4.7,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,26,20002.515687533007
15565,26.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,20002.515687533007
15566,23.0,4.8,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Urban,18,20002.515687533007
15567,38.0,4.9,Stormy,Medium,1,Meal,motorcycle,1.0,No,Urban,28,20002.515687533007
15568,33.0,4.4,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,41,20002.515687533007
15569,27.0,4.6,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,14,20002.515687533007
15570,37.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,34,20002.515687533007
15571,36.0,4.7,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,22,20002.515687532457
15572,38.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.515687532457
15573,,,Fog,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,20002.515687532457
15574,38.0,4.4,Cloudy,Medium,1,Drinks,scooter,2.0,Yes,Metropolitian,42,20002.515687532457
15575,37.0,4.7,Sandstorms,Medium,2,Snack,scooter,0.0,No,Metropolitian,26,20002.515687532457
15576,26.0,4.9,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,10,20002.515687532457
15577,24.0,4.7,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.515687532457
15578,35.0,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,36,20002.515687532457
15579,21.0,4.8,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.515687532457
15580,28.0,5.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.515687532457
15581,27.0,5.0,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,18,20002.515687532457
15582,35.0,3.8,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,41,20002.515687497456
15583,33.0,4.2,Stormy,Jam,1,Snack,scooter,2.0,No,Urban,43,20002.515687497456
15584,32.0,4.9,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,15,20002.515687497456
15585,36.0,4.9,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,28,20002.515687497456
15586,30.0,4.1,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,40,20002.515687497456
15587,39.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.515687497456
15588,24.0,4.1,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,34,20002.515687497456
15589,36.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.515687497456
15590,32.0,4.6,Stormy,Low,2,Buffet,electric_scooter,,No,Metropolitian,29,20002.515687497456
15591,33.0,4.9,Fog,Medium,2,Drinks,scooter,1.0,Yes,Metropolitian,43,20002.515687497456
15592,32.0,4.9,Sandstorms,High,1,Drinks,scooter,0.0,No,Metropolitian,28,20002.515687422398
15593,37.0,5.0,Windy,Low,1,Drinks,motorcycle,1.0,No,Urban,29,20002.515687422398
15594,,,Sandstorms,High,2,Snack,motorcycle,0.0,No,Metropolitian,29,20002.515687422398
15595,30.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,49,20002.515687422398
15596,28.0,4.5,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,19,20002.515687422398
15597,20.0,4.8,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,31,20002.515687422398
15598,30.0,4.3,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,38,20002.515687422398
15599,33.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,20002.515687422398
15600,34.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,24,20002.515687422398
15601,26.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.515687422398
15602,,,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,47,20002.515687422398
15603,35.0,4.9,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,25,20002.515687318253
15604,39.0,4.9,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Urban,29,20002.515687318253
15605,36.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,29,20002.515687318253
15606,39.0,4.8,Cloudy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,38,20002.515687318253
15607,37.0,4.2,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,46,20002.515687318253
15608,21.0,4.9,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,18,20002.515687318253
15609,35.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,25,20002.515687318253
15610,30.0,5.0,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Urban,28,20002.515687318253
15611,22.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Urban,16,20002.515687318253
15612,24.0,5.0,Sandstorms,Jam,1,Drinks,motorcycle,,No,Urban,15,20002.515687318253
15613,,,,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.515687316485
15614,36.0,4.7,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,21,20002.515687316485
15615,23.0,4.6,Sandstorms,High,0,Snack,motorcycle,0.0,No,Metropolitian,21,20002.515687316485
15616,35.0,4.6,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.515687316485
15617,37.0,4.8,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,30,20002.515687316485
15618,35.0,4.8,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,16,20002.515687316485
15619,29.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,14,20002.515687316485
15620,36.0,4.0,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.515687316485
15621,33.0,4.4,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,39,20002.515687316485
15622,38.0,4.6,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,29,20002.515687316485
15623,22.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,,22,20002.515687316485
15624,25.0,4.7,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,23,20002.51568727283
15625,31.0,4.4,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,40,20002.51568727283
15626,25.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,23,20002.51568727283
15627,22.0,4.8,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,20,20002.51568727283
15628,31.0,3.5,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,33,20002.51568727283
15629,36.0,4.3,Stormy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,34,20002.51568727283
15630,31.0,3.9,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.51568727283
15631,29.0,5.0,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.51568727283
15632,38.0,4.9,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.51568727283
15633,30.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.51568727283
15634,36.0,4.7,Windy,High,2,Drinks,motorcycle,1.0,No,Urban,25,20002.51568727283
15635,26.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,,22,20002.51568727283
15636,,,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,27,20002.51568727283
15637,,,,,3,Buffet,electric_scooter,1.0,No,Urban,27,20002.51568727283
15638,27.0,5.0,Windy,Low,1,Drinks,motorcycle,1.0,,Metropolitian,10,20002.51568727283
15639,35.0,4.7,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,27,20002.515687203424
15640,28.0,4.6,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,28,20002.515687203424
15641,34.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,0.0,Yes,Metropolitian,53,20002.515687203424
15642,35.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Urban,24,20002.515687203424
15643,24.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,16,20002.515687203424
15644,28.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,23,20002.515687203424
15645,30.0,4.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.515687203424
15646,20.0,5.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18,20002.515687203424
15647,34.0,4.0,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.515687203424
15648,25.0,4.8,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,36,20002.515687203424
15649,34.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,Yes,Metropolitian,42,20002.515687203424
15650,37.0,4.8,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,48,20002.515687203424
15651,28.0,4.8,Cloudy,Jam,1,Drinks,motorcycle,3.0,No,Metropolitian,43,20002.515687203424
15652,38.0,4.8,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.515687203424
15653,24.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,21,20002.515687114377
15654,21.0,4.6,Windy,High,1,Buffet,motorcycle,1.0,No,Urban,23,20002.515687114377
15655,28.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.515687114377
15656,20.0,4.9,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.515687114377
15657,22.0,5.0,Fog,Jam,1,Buffet,scooter,1.0,No,Urban,31,20002.515687114377
15658,25.0,4.5,Sandstorms,High,2,Drinks,scooter,0.0,No,Metropolitian,10,20002.515687114377
15659,30.0,4.1,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,32,20002.515687114377
15660,29.0,4.4,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,20002.515687114377
15661,27.0,5.0,Cloudy,Medium,1,Meal,scooter,1.0,No,Urban,11,20002.515687114377
15662,33.0,4.7,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,18,20002.515687114377
15663,22.0,5.0,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,21,20002.51568708667
15664,21.0,4.8,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17,20002.51568708667
15665,38.0,4.4,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.51568708667
15666,21.0,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,29,20002.51568708667
15667,37.0,4.5,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.51568708667
15668,30.0,4.8,Stormy,Jam,0,Snack,motorcycle,2.0,No,Semi-Urban,47,20002.51568708667
15669,38.0,5.0,Sandstorms,High,0,Drinks,motorcycle,3.0,No,Urban,48,20002.51568708667
15670,22.0,4.0,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28,20002.51568708667
15671,27.0,4.6,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.51568708667
15672,29.0,4.8,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,15,20002.51568708667
15673,35.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,20,20002.51568708667
15674,23.0,4.9,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,35,20002.51568685375
15675,20.0,4.6,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,20002.51568685375
15676,28.0,4.8,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,37,20002.51568685375
15677,25.0,4.5,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.51568685375
15678,20.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,17,20002.51568685375
15679,36.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,20002.51568685375
15680,35.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.51568685375
15681,37.0,4.8,Fog,Low,1,Buffet,scooter,0.0,No,Urban,16,20002.51568685375
15682,33.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.51568685375
15683,35.0,4.0,Cloudy,Medium,2,Buffet,scooter,1.0,No,Urban,36,20002.51568685375
15684,26.0,4.4,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,35,20002.515665738014
15685,26.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.515665738014
15686,39.0,4.7,Fog,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,46,20002.515665738014
15687,28.0,4.7,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,29,20002.515665738014
15688,25.0,4.9,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,10,20002.515665738014
15689,38.0,4.6,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.515665738014
15690,27.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,17,20002.515665738014
15691,,,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,19,20002.515665738014
15692,36.0,5.0,Fog,Low,0,Meal,motorcycle,,No,,25,20002.515665738014
15693,34.0,4.5,Sunny,Low,0,Snack,motorcycle,0.0,No,,20,20002.515665738014
15694,38.0,4.5,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,29,20002.515665738014
15695,31.0,4.9,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,23,20002.515665721552
15696,22.0,4.6,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Urban,11,20002.515665721552
15697,21.0,4.9,Stormy,Low,2,Snack,scooter,1.0,No,Urban,11,20002.515665721552
15698,25.0,4.8,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,21,20002.515665721552
15699,27.0,4.7,Cloudy,High,1,Snack,motorcycle,1.0,No,Metropolitian,25,20002.515665721552
15700,38.0,4.1,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.515665721552
15701,28.0,4.4,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.515665721552
15702,23.0,4.5,Sandstorms,High,2,Meal,scooter,0.0,No,Metropolitian,26,20002.515665721552
15703,31.0,4.4,Windy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,31,20002.515665721552
15704,37.0,4.6,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,26,20002.515665721552
15705,21.0,4.7,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,20002.515665721552
15706,24.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,14,20002.515665721552
15707,34.0,4.6,Fog,Jam,1,Buffet,motorcycle,1.0,No,Urban,44,20002.515665717667
15708,20.0,4.9,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,11,20002.515665717667
15709,26.0,4.9,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,20002.515665717667
15710,31.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.515665717667
15711,24.0,4.7,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,20,20002.515665717667
15712,24.0,4.8,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.515665717667
15713,36.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.515665717667
15714,34.0,4.0,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Semi-Urban,49,20002.515665717667
15715,30.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,35,20002.515665717667
15716,21.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,18,20002.515665717667
15717,37.0,4.9,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.515665717667
15718,30.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Urban,29,20002.515665680072
15719,31.0,4.5,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,24,20002.515665680072
15720,27.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.515665680072
15721,22.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.515665680072
15722,31.0,4.8,Sandstorms,Medium,2,Drinks,electric_scooter,0.0,No,Urban,29,20002.515665680072
15723,38.0,4.0,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,34,20002.515665680072
15724,23.0,4.1,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32,20002.515665680072
15725,36.0,4.8,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.515665680072
15726,32.0,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.515665680072
15727,22.0,4.8,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,27,20002.515665680072
15728,23.0,4.8,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,44,20002.515665677223
15729,33.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,25,20002.515665677223
15730,,,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,18,20002.515665677223
15731,27.0,4.8,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,12,20002.515665677223
15732,38.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,27,20002.515665677223
15733,,,Sunny,Medium,2,Snack,electric_scooter,,No,Metropolitian,13,20002.515665677223
15734,24.0,4.7,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,29,20002.515665677223
15735,25.0,4.8,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,22,20002.515665677223
15736,25.0,4.6,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,28,20002.515665677223
15737,20.0,4.9,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,29,20002.515665677223
15738,25.0,4.9,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,16,20002.515665677223
15739,28.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,20002.515665677223
15740,20.0,5.0,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,14,20002.515665677223
15741,33.0,4.1,Stormy,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,36,20002.51566567517
15742,26.0,4.9,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,11,20002.51566567517
15743,28.0,4.8,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,28,20002.51566567517
15744,38.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,20002.51566567517
15745,37.0,4.5,Sandstorms,Jam,2,Meal,scooter,1.0,Yes,Metropolitian,44,20002.51566567517
15746,30.0,4.9,Cloudy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,37,20002.51566567517
15747,37.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,48,20002.51566567517
15748,30.0,4.7,Fog,High,1,Meal,motorcycle,0.0,No,,30,20002.51566566099
15749,32.0,4.3,Cloudy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,39,20002.51566566099
15750,34.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.51566566099
15751,28.0,4.6,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,Urban,20,20002.51566566099
15752,34.0,4.9,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,18,20002.51566566099
15753,20.0,4.7,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Urban,24,20002.51566566099
15754,25.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.51566566099
15755,21.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Urban,16,20002.51566566099
15756,36.0,4.6,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.515665655133
15757,36.0,5.0,Sunny,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,19,20002.515665655133
15758,24.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,,21,20002.515665655133
15759,37.0,5.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.515665655133
15760,32.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.515665655133
15761,33.0,4.6,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,31,20002.515665655133
15762,28.0,5.0,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,11,20002.515665655133
15763,23.0,4.7,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.515665655133
15764,25.0,4.2,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,23,20002.515665655133
15765,30.0,4.2,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,20002.515665655133
15766,20.0,4.9,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.515665581755
15767,20.0,4.6,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,16,20002.515665581755
